StoryID,StoryText,StoryNext,StoryResult,StoryInterval,Sprite,AfterInterval,AcvUpdate,Probability,EndingTrigger
3#PM6_1,오늘만큼은 도서관 말고 다른 곳에서 과제를 하고 싶어지는군요!$마침 사이버대학 내부에는 산을 구경할 수 있는 카페가 하나 있습니다.$카페에 다다르자 운 좋게도 사람이 거의 없어 당신은 목 좋은 곳에 자리잡고 공부를 시작합니다.$역시 경치 좋은 곳에서는 문제도 잘 풀리는군요 $그런데 맙소사 갑자기 막히는 문제가… 나와버렸습니다$ 고개를 싸메고 있던 와중 당신의 눈에 수업 때 많이 본 누군가가 들어옵니다. 이 언이군요.,pm6_10&pm6_11,-,0,null,-,-,34,0
3#PM6_2,"  책을 들고 가까이 다가가자, 눈치챈듯 이 언은 자리를 내어 줍니다. 용기 내서 지금이라도 물어봐서 다행이네요.$무뚝뚝한 표정과는 다르게 이 언은 생각보다 당신에게 친절하게 알려 주는군요.$“여기 팥차 한 잔.”$뭐죠? 오히려 한 잔 사야 하는 건 이쪽인데 말이죠.$“물어볼 게 있다. 혹시…정지흔이 뭘 좋아하는지 아나?”$질문을 받자마자 갑자기 정신이 확 듭니다. 뭐지 이 사람?$이거, 솔직하게 대답해도 괜찮은 부분일까요?",pm6_12&pm6_13,-,0,null,-,-,0,0
3#PM6_3,". “정말인가? 그게 제대로 본 게 맞나?”$살짝 화난 듯한 목소리에 당신은 자기도 모르게 움츠러듭니다.$“음… 전 솔과 같이 다니는걸 본 것 같은데. 뭐, 너랑 마주쳤을 땐 혼자였을수도.”$뭐죠 알고 있으면서 왜 물어본 걸까요. 당신이 어이없다는 표정을 지은 것을 본건지 보지 못한 건지 알 수 없지만, 이 언은 차는 맘껏 마셔도 좋다는 말과 함께 자리를 뜹니다.",pm6_14,-,0,null,-,-,0,0
3#PM6_4," “전 솔이라…. 음 다른 학생들에 비하면 어리숙한 편이지. 동생같기도 해.”$아닛 이 반응은?! 정지흔한테 관심이 있는 걸까요 전 솔한테 관심이 있는 걸까요? 정답이 무엇이던 간에 너무나도 재밌어서 미쳐버릴 것 같습니다. 당신의 음흉한 미소를 눈치챘는지, 이 언은 살짝 놀란 눈치로 황급히 자리를 뜹니다. 이 언한테 이런 면이 있을 줄은 몰랐습니다. 아무래도 카페에서 공부하길 잘한 것 같군요.",pm6_15,-,0,null,-,-,0,0
3#PM6_5,"이거 눈을 잠시 마주친 거 같은데요? 당황해 당신은 황급히 고개를 숙이지만…오 그가 이쪽으로 오고 있습니다!$“여기 팥차 한 잔. 용건이 있다면 편히 말하도록.”$이런 상황에서 어떻게 편하게 말하나요… 게다가 물어보지도 않고 냅다 차를 시키다니.$당신은 아메리카노에 샷 추가, 천연 바닐라 시럽 추가, 동물성휘핑크림 추가, 민트 추가 한 고져스하고 프리미엄한 음료만 먹는데 말이죠!!$“말해주기엔 부담스럽나? 뭐, 좋은 차가 있으니 그럴 법도 하지”$이거 마시다가 사레들리겠어요. 얻어먹는 게 이렇게 불편한 건 처음입니다.$그나저나 이 언이 뭔가 말하고 싶은 게 있는 거 같은데, 꿍꿍이를 알 수가 없군요. 남은 차를 꾸역꾸역 마시고 당신은 황급히 자리를 뜹니다.",pm6_16,-,0,null,-,-,0,0
1#PM7_1,"이번 동아리 활동을 위해서는 관련 책들을 10권 준비해 오라고 하는군요. 1권 고르기도 힘든데, 기획한 사람의 의도를 도저히 알 수가 없습니다.$일단 도서관을 둘러보던 중, 책 한 권을 빼내자 책장 틈으로 누군가의 머리가 보입니다. 남학생들에게 꿀리지 않는 기럭지와 검은 장발… 호오 정지흔이군요",pm7_1&pm7_2,-,0,null,-,-,33,0
1#PM7_2,  말이 끝나기가 무섭게 책이 당신의 얼굴로 날아옵니다. 다행히 안면에 명중하진 않고 바로 옆에 있는 책꽂이에 꽂혔군요. 슬며시 고개를 들어 보니 정지흔이 당신을 무심하게 내려다보고 있습니다.$“용건이 뭐야?”,pm7_3,-,0,null,-,-,0,0
1#PM7_3,"“글쎄. 다른사람한테 물어보는게 좋을 거 같은데.”$그럼 왜 도서관에 있냐는 표정을 눈치챘는지 정지흔이 말합니다.$“뭐 책? 아 그럼 이제부터라도 알아둬. 내가 도서관에 있는 건 다른 게 아니라 학교에서 조용한 곳이 여기밖에 없어서야.”$알아듣겠냐는 눈빛에 압도당해 일단 고개를 힘차게 끄덕입니다. 이거 참 같은 학생끼리 이렇게 막 대해도 괜찮은 거 맞나요?!$“{name}! 뭐야~ 네가 도서관에 다 있고! 어라? 지흔 언니도 같이 있네?”$고개를 돌려 보니 전 솔이 이쪽으로 오고 있습니다.$휴, 덕분에 팽팽한 분위기에서 한숨 돌리네요. 게다가 분위기가 풀어진 건 당신뿐만이 아닌 것 같습니다. 정지흔은  그 무심한 눈에서 생기가 돕니다.$“아, 뭐 별일 아니야. 그냥 간만에 책이나 볼까 해서…”$뭐죠, 방금 전에는 책 때문에 있는 게 아니라면서요. $소문대로 정지흔은 전 솔과 관련있는 거라면 뭐든지 괜찮은 것 같습니다. 살짝 치사하기도 하지만, 좀만 잘 활용하면 나중에 쓸모가 있을지도요 후후…",pm7_4,-,0,null,-,-,0,0
1#PM7_4,"서늘한 느낌에 당신은 눈을 질끈 감습니다. 어라? 의외로 아무 일도 일어나지 않는군요. 그저 정지흔이 도저히 읽어낼 수가 없는 눈빛으로 당신을 쳐다보고 있을 뿐입니다.$“전 솔이 추천해줬어.”$아, 근데 전 솔이 누군가한테 책을 추천해줄 만큼 독서를 좋아했던가요?$“음? 솔이가 너한테는 추천 안해줬나보지?”$사실 그녀가 책 얘기를 꺼내는 걸 한번도 본 적이 없습니다. 대신 책을 냄비받침으로 쓰는 건 많이 본 것 같습니다.$“벌써 10번째 읽는 거라고, 이 책.”$아닛 저 책은 <정말재미있는마법학 제 1권>..! 학생들 사이에서 재미없기로 소문난 책입니다.",pm7_5,-,0,null,-,-,0,0
1#PM7_5,"“전 솔이 추천해준 이유가 있지 않을까 하면서 읽다보니…뭐 그렇게 되었네”$전 솔이 왜 추천해줬는지 그냥 봐도 알 것 같군요. 정말 베고 자기 딱 좋은 두께의 책입니다.$그나저나 저렇게 재미없는 책을 10번씩이나 읽었더니, 참 보통이 아닙니다. 역시 전 솔이 추천해줬기 때문이겠죠.",pm7_6,-,0,null,-,-,0,0
2#PM7_1,"벽면을 빼곡히 채운 온갖 잡동사니들과 투머치한 인테리어…$정신이 아득해지던 찰나에 당신은 이곳에 온 목적을 생각해냅니다.$“{name}! 내가 선물 후보 몇 개를 추려왔으니까 한 번 봐줄래?”$유오수가 민트색 머리를 찰랑거리며 당신에게 총총걸음으로 다가옵니다.$이곳은 유오수의 단골 잡화점으로, 당신은 유오수와 함께 누군가에게 줄 선물을 고르려고 이곳을 방문했습니다.$선물을 줄 사람이 누구냐고 아무리 캐물어도 유오수는 답해주지 않는 것 같더군요.$“난 셋 다 마음에 들어서…네가 골라주는 걸로 사려고 해.”$유오수는 이 말을 하더니 손을 내밀어 자신이 고른 장신구 세 개를 보여줍니다.",pm7_7&pm7_8&pm7_9,-,0,null,-,-,33,0
2#PM7_2,"“그래…? 넌 이게 마음에 든다는거지?”$어딘가 시무룩한 표정의 유오수입니다. 정답이 없는 것처럼 굴더니, 실은 정답이 있었던 것 같군요.$어쨌든 유오수는 당신이 골라준 물건을 결제하고 점원에게 선물 포장을 부탁합니다.$며칠 후, 학교 복도를 걷던 당신은 지나가던 앞 사람의 가방에 익숙한 물건이 달린 걸 발견합니다.$저 키링은 분명 유오수가 잡화점에서 고른 선물 같은데요. 누구에게 줬나 했더니…같은 관료학부 소속 서해랑이었습니다.$유오수와 서해랑은 선물을 주고 받을 정도로 친한 사이인걸까요? 묘한 조합이네요. (정신력 +1)",pm7_10,정+1,0,null,-,-,0,0
2#PM7_3,"“정말? 너도 이게 마음에 들어? 역시 넌 나랑 잘 맞아!”$싱글벙글한 표정의 유오수입니다. 정답이 없는 것처럼 굴더니, 실은 정답이 있었던 것 같군요.$어쨌든 유오수는 당신이 골라준 물건을 결제하고 점원에게 선물 포장을 부탁합니다.$며칠 후, 학교 복도를 걷던 당신은 지나가던 앞 사람의 가방에 익숙한 물건이 달린 걸 발견합니다.$저 뱃지는 분명 유오수가 잡화점에서 고른 선물 같은데요. 누구에게 줬나 했더니…같은 관료학부 소속 서해랑이었습니다.$유오수와 서해랑은 선물을 주고 받을 정도로 친한 사이인걸까요? 묘한 조합이네요. (UOS +1)",pm7_10,-,0,null,-,-,0,0
2#PM7_4,"“그래…? 넌 이게 마음에 든다는거지?”$어딘가 시무룩한 표정의 유오수입니다. 정답이 없는 것처럼 굴더니, 실은 정답이 있었던 것 같군요.$어쨌든 유오수는 당신이 골라준 물건을 결제하고 점원에게 선물 포장을 부탁합니다.$며칠 후, 학교 복도를 걷던 당신은 지나가던 앞 사람의 귀에 익숙한 물건이 달린 걸 발견합니다.$저 피어싱은 분명 유오수가 잡화점에서 고른 선물 같은데요. 누구에게 줬나 했더니…같은 관료학부 소속 서해랑이었습니다.$유오수와 서해랑은 선물을 주고 받을 정도로 친한 사이인걸까요? 묘한 조합이네요. (정신력 +1)",pm7_10,정+1,0,null,-,-,0,0
3#PM7_1,"사이버 아카데미의 관료학부 로비에 위치한 간이 토론장은 논쟁이 끊이지 않는 곳으로 유명합니다.$이곳은 아직까지도 회자되는 역사적인 논쟁들, 이를테면 닭이 먼저냐 달걀이 먼저냐와 같은 논쟁이 시작된 곳이기도 하죠.$오늘도 어김없이 이곳에서는 열띤 논쟁이 벌어지고 있습니다. 강단에 서 있는 이재희의 모습이 보이는군요.$“삼성의 갠역시야말로 최고의 마법통신기구 브랜드입니다. 깔끔한 디자인에, 대륙에서 가장 많은 AS 센터를 보유하고 있어서 망가져도 걱정이 없죠.”$반대쪽에 있는 서해랑(샤일록 뱅크스)도 기세에 지지 않고 반박합니다.$“하지만 그 디자인, 촌스럽다고 말이 많지 않나요? 반면 앱흘의 아입혼은 감각적이고 세련된 디자인을 자랑한다고요.”$둘이서 이렇게 한참을 주고 받더니, 얼마 후 승자를 결정하는 투표가 진행됩니다.$당신이 손 들기를 망설이고 있던 차에 객석의 모두가 손을 들었고, 그 결과 동점이 형성돼 당신의 결정으로 토론의 승자가 결정나는 상황이 되었습니다.$이재희와 서해랑을 비롯해 모두가 당신을 주시하고 있군요.",pm7_11&pm7_12,-,0,null,-,-,34,0
3#PM7_2,이재희에게 이번 간이 토론대회의 승자 트로피가 돌아갑니다. 이재희가 당신에게 고맙다는 듯 윙크를 지어보이는군요.$서해랑은 많이 아쉬워합니다. 어째 당신을 째려보는 것 같네요. (성균관 +1),pm7_13,성+1,0,null,-,-,0,0
3#PM7_3,서해랑에게 이번 간이 토론대회의 승자 트로피가 돌아갑니다. 서해랑이 당신에게 고맙다는 듯 윙크를 지어보이는군요.$이재희는 많이 아쉬워합니다. 어째 당신을 째려보는 것 같네요. (중앙 +1),pm7_14,중+1,0,null,-,-,0,0
1#PM8_1, 오늘은 모건 퀸 교수님의 교양 검술 실습 시간입니다.$$“오늘 수업은 3명씩 한 팀을 만들어서 검술 대련을 펼치겠다. 마지막까지 우승하는 팀은 앞으로 모든 시험 면제.”$$ 마지막 단어를 듣자마자 꾸벅꾸벅 졸던 학생들까지 고개를 번쩍 듭니다. 그렇지만 3인 1조라…둘이서도 합을 맞추기 어려운데 셋이서 과연 가능할까요?,pm8_1,-,0,null,-,-,50,0
1#PM8_2,"팀원 명단에 낯익은 이름이 하나 보입니다. 한나와 같은 팀이 되었군요.$ 요즈음 마법학 성적 때문에 많이 민감해졌다고 들었는데, 과연 이번 대련에 적극적으로 참여할 지 모르겠습니다. 지금 이순간에도 혼자 맨 뒷구석에서 책만 읽고 있습니다.",pm8_2&pm8_3,-,0,null,-,-,0,0
1#PM8_3,“...”$ 이거 들은 척도 안하는군요. 편입을 위해서는 마법학 수업이 중요하다지만 팀플은 협조해 줘야죠! 일단 당신은 다른 조원을 이끌고 대결에 나섭니다.,pm8_4,-,0,null,-,-,0,0
1#PM8_4,"갑자기 옆에서 비명소리가 나 뒤돌아보니, 당신의 팀원이 발목을 접질러 쓰러져 있습니다. 심지어 상대팀은 이때를 노렸다는 듯 양쪽에서 달려듭니다. $$그때, 갑자기 공기를 가르는 소리가 나더니 한번에 두명이 바닥으로 쓰러집니다. 아니 한나, 이 수업 버린 거 아니었나요? $$“아 XX 잘 좀 해봐! 너희들 때문에 책 내용이 제대로 머리에 안들어오잖아! ”$$ 책읽기라… 방금 전의 칼놀림을 보면 책보단 검을 쥐어야 하는게 맞는 거 같네요.",pm8_5,-,0,null,-,-,0,0
1#PM8_5,“말 다 했니?”$ 한나는 그대로 일어서다니 어깨를 거칠게 치고 어디론가 가버립니다. 일단 당신은 다른 조원을 이끌고 대결에 나섭니다.,pm8_6,-,0,null,-,-,0,0
1#PM8_6,"갑자기 옆에서 비명소리가 나 뒤돌아보니, 당신의 팀원이 발목을 접질러 쓰러져 있습니다. 심지어 상대팀은 이때를 노렸다는 듯 양쪽에서 달려듭니다. $$그때, 갑자기 공기를 가르는 소리가 나더니 한번에 두명이 바닥으로 쓰러집니다. 아니 한나, 이 수업 버린 거 아니었나요? $$“아 XX 잘 좀 해봐! 너희들 때문에 책 내용이 제대로 머리에 안들어오잖아! ”$$ 책읽기라… 방금 전의 칼놀림을 보면 책보단 검을 쥐어야 하는게 맞는 거 같네요.",pm8_7,-,0,null,-,-,0,0
2#PM8_1,"방금 전 발표 수업을 마친 당신은 굉장히! 엄청난! 갈증을 느낍니다. 저기 음료 자판기에서 반드시! 뭔가를 사야겠는데요?$자판기 앞에 서서 주머니를 뒤적거리…거리…$저런, 지갑이 없군요. 있어도 크게 다를 건 없어보이지만요.$지나가는 사람한테 돈 구걸이라도 해봐요. 당신은 반드시! 음료를 사야하니까요?",pm8_8&pm8_9&pm8_10,-,0,null,-,-,50,0
2#PM8_2,"“뭐? 그까짓 자판기 음료 하나 당연히 사줄 수 있지.”$유오수는 지갑에서 카드를 꺼내더니 자신만만하게 결제를 시도합니다.$“잔액 부족.”$“…”$“잔액 부족.”$“이럴 순 없어! 분명 기계에 문제가 있는거야!”$당신은 음료 자판기와 실랑이를 벌이는 유오수를 두고 현장을 빠져나옵니다. (정신력 -1, UOS +1)",pm8_11,정-1,0,null,-,-,0,0
2#PM8_3,"""그럼, 민회의 정이 있지.""$이재희는 싱긋 웃으면서 당신에게 무언가를 내밉니다.$장부처럼 보이는 책이군요. 표지에는 '사이버 아카데미 민회 회계장부'라는 제목이 쓰여있습니다.$두께가 상당한 걸 보니 어림잡아 3년치 정도는 되겠어요.$“디지털 아카이빙의 일환으로 최근 10년치 민회 자료를 모두 클라우드로 옮기고 있거든. 자판기 음료 하나에 일을 도와준다니 너무 기쁜 걸?”$사람들이 정이 참 무섭다는 말을 괜히 하는 게 아니군요.$정말 무섭네요… (정신력 -1, 성균관 +1)",pm8_11,정-1&성+1,0,null,-,-,0,0
2#PM8_4,"“왜 자판기 음료를 사먹어? 차라리 카페를 가지.”$서해랑은 당신을 데리고 인근 카페로 갑니다.$“시즌 한정 음료가 그렇게 맛있다고 하더라고.”$당신은 서해랑의 추천에 따라 시즌 한정 음료를 선택합니다.$이해타산적인 성격의 서해랑이 이런 호의를 베풀다니, 무슨 속셈이라도 있는 걸까요?$“시즌 한정 음료는 구매하면 스탬프 적립이 2배란 말이지. 후후.”$스탬프 용지에 찍힌 스탬프 2개를 보며 만족스러운 미소를 짓는 서해랑입니다.$“아, 그리고 나중에 돈 입금은…”$뭐죠? 누가 봐도 호의를 베푸는 모양새였는데 말이에요.$돈은 돈대로 받고 카페 스탬프 2개까지 챙기다니…!$역시 타고난 장사꾼 기질은 어디 안 가는군요. (정신력 -1, 중앙 +1)",pm8_11,정-1&중+1,0,null,-,-,0,0
