StoryID,StoryText,StoryNext,StoryResult,StoryInterval,Sprite,AfterInterval,AcvUpdate,EndingTrigger
M16_29,"당신은 확신을 가지고 오른쪽으로 향합니다.$이곳이야. 이곳이 날 부르고 있어!$가도가도 아까와 같은 탁한 자수정과 닮은 하급 마력석만이 가끔 구석에 박혀있는 것 빼고는, 별것 없습니다. 위험을 감수하고 왔더니… 실망스럽군요.$돌아가려던 찰나, 당신의 어깨를 턱 짚는 누군가가 있습니다. 오싹한 느낌에 뒤돌아보면…$$“분명히 안쪽까지 들어가지 말자고 사전에 합의했을텐데. 내가 아니라 교수님께 발각되었으면 아마 넌 엄청 깨졌을 거다.”$$아이작은 땅이 껀져라 한숨을 쉬며 당신을 끌고 나옵니다. 교수님이 아니어서 다행일까요…$당신은 이후로도 계속 아이작의 따가운 눈총을 받으며 하급 마력석을 채굴합니다.$$정신력-1, 연세 호감도-1",m16_31,정-1&연-1,0,null,-,-,0
M16_30,마력석 채굴이 어느 정도 끝나가는군요.$각자 자기가 캔 마력석을 대조해보며 기대에 들뜬 분위기입니다만… 아이작의 표정은 그닥 유쾌해 보이지 않습니다.,m16_32,-,0,null,-,-,0
M16_31,"“해가 지고 있어서 말이다. 밤이 되면 몬스터와 더욱 마주칠 가능성이 높아지고 말이지. 아무래도 야영을 해야 할 것 같군.”$$그러고보니 벌써 해가 산턱을 넘고 있습니다. 아무래도 다들 채굴에 집중하다 보니 시간이 가는 줄도 몰랐던 모양이에요.$$“근처 동굴에서 야영을 하는 것이 좋겠군.”$“네, 어차피 먹을 것도 없으니 짐승이나 몬스터가 굳이 찾아오지도 않을 것 같습니다.”$$아이작의 말과 함께 다들 야영 장소에는 큰 불만이 없는지, 인근의 동굴로 향합니다.$도착하자 아이작은 마법으로 불을 피우고, 바위와 돌들을 공중에 띄워 옮깁니다. 역시 믿고 가는 아이작입니다!$$분위기 뭐니, 하면서 초반부터 불안불안하게 출발했던 현장 실습이지만… 다행히 큰 문제 없이 끝난 것 같습니다.$오전에 일어나면 출발하자는 아이작의 말을 마지막으로, 다들 편히 잠에 빠져듭니다.",m16_33,-,0,null,-,-,0
M16_32,"“{name}...{name}...!!!”$$누군가 당신의 어깨를 마구 붙들어 흔듭니다.$뭐야? 비록 동굴이더라도 딥슬립을 하던 도중이었는데, 단잠을 방해하다니요… 게슴츠레한 눈으로 비척거리며 일어납니다.$아이작이 답지않게 당황한 얼굴로 식은땀을 흘리고 있군요. 이 상황… 뭔가요?$$잠깐, 아이작뿐만 아니라 다들 파랗게 질린 얼굴로 주변을 둘러보며 중앙에 모여있는 꼴입니다.",m16_34,-,0,null,-,-,0
M16_33,"그때, 쾅-!!! 하는 굉음과 함께, 당신 앞으로 바윗덩어리가 쿵, 하고 떨어집니다.$$“산사태가 일어나고 있는 것 같다. 머리 위로 동굴이 무너져내리고 있으니, 조심…!!!”$$아이작의 외침을 끝으로, 당신의 코앞에 다시 거대한 바위가 무너져내립니다. 이윽고, 흙먼지가 크게 일어나 당신을 덮쳐옵니다.$이 어이없는 광경을 가만히 보고 있을 때가 아니에요!$지금도 뾰족하고 날카로운 잔돌들부터 시작해, 맞으면 골로 갈 것 같은 거대한 바위들이 실시간으로 무너져내리고 있습니다.$$두 손으로 머리를 감싸고 빛도 없는 긴 동굴을 따라 숨이 벅차오를 때까지 달음박질합니다. 바위들은 모래가 무너지듯 긴 통로를 따라 와르르 무너집니다.$쉴 새 없이 그것들을 피하다가, 울퉁불퉁한 바닥면을 실수로 헛디뎌 몸이 중심을 잃습니다.",m16_35&m16_36,-,0,null,-,-,0
M16_34,"당신은 남아있던 마력을 이용해 다른 한쪽 발에 재빨리 중심을 실을 수 있도록, 지면에 반동을 주는 마법주문을 외웁니다.$안전히 두 발로 서게 됐음에도 불구하고 다리에 힘이 풀려 자리에 주저앉긴 했으나, 다행스럽게도 특별한 부상은 없습니다.",m16_37,-,0,null,-,-,0
M16_35,"어쩔 줄 몰라 눈을 질끈 감긴 했으나, 결국 중심을 못 잡은 당신은 이 실수를 만회하지 못하고 거하게 미끄러집니다.$아야… 자세히 보면 무릎이 까진 듯 하군요.$$체력-1",m16_37,체-1,0,null,-,-,0
M16_36,"그때, 바짝 쫓아 무너져내리던 돌덩어리가 쿵, 하고 떨어지며 형용할 수 없는 고통이 밀려옵니다. 더 이상 발을 내디딜 수가 없습니다.$뒤를 돌아보면… 아뿔싸, 당신의 힘으로는 도저히 옮길 수도 없어 보이는 제법 묵직한 바위가 다리를 완전히 짓뭉개고 있습니다.$$이런 동굴에서 도와달라고 소리를 질러봤자 들어줄 사람도 없겠죠...$이대로 여기에 갇혀 죽는건가 하는 생각이 들 때쯤, 돌연 누군가가 당신의 어깨를 짚습니다.",m16_38,-,0,null,-,-,0
M16_37,"어두워서 앞이 잘 보이지 않지만, 대략 젊은 남성처럼 보이는 체격이 눈에 띕니다.$그가 어깨에 짚은 손을 내려 등에 손바닥을 대고, 무언가 알 수 없는 주문 같은 것을 읊자 환한 빛이 퍼져나오며 검은 문양이 떠오릅니다.$그 빛 때문에 남성의 얼굴의 윤곽이 서서히 드러나는군요. 언뜻 보기에는 굉장히 잘생긴…소년? 청년? 어쩐지 익숙하지만 분명 처음 보는 얼굴입니다.$$그 빛은 점점 커지며 당신의 짓눌린 발목은 말끔하게 치료됩니다. 그 위에 있던 바위 역시 어느새 옆으로 움직여져 있습니다.$정말 죽기 직전이라 환각이라도 보이는 걸까요?$그런데 이 사람, 묘한 기시감이 계속해서 듭니다.",m16_39,-,0,null,-,-,0
M16_38,이미 한 번 당신의 말을 무시한 남자는 두 번째도 간단히 무시합니다.$이 정도면 무안할 지경이지만… 당신의 다리가 거의 말끔하게 나았을 쯤 남자가 손을 거둬들이며 작은 목소리로 대답합니다.$$“그냥 널 도와주는 사람이라고 생각하는 게 편할 거다. 모든 생명은 소중하니까 도와주는 것 뿐이야.”,m16_40&m16_41,-,0,27,-,-,0
M16_39,"“역시. 그들의 자식인 만큼 영민하구나. 무도회장에서는 다른 모습을 빌렸는데도 용케 알아보다니.”$$잠시만요. 그들의 자식이라니, 혹시 당신의 부모님을 아는 걸까요?$남자는 묵묵히 당신의 말을 듣고 있다가, 한참이 지난 후 짧은 한숨과 함께 말을 잇습니다.$$“동료의 자식이라면 지켜주는 것이 도리이지 않겠나.”$$뭐라고 말을 걸기도 전에 남자는 따라온 통로를 되돌아가면 입구가 뚫려있을 거라고 말한 뒤 홀연히 어둠 속으로 자취를 감춥니다.",m16_42,-,0,null,-,26#+1,0
M16_40,"남자는 묵묵히 당신의 말을 듣고있다가, 한참이 지난 후 짧은 한숨과 함께 대답을 잇습니다.$$“동료의 자식이라면 지켜주는 것이 도리이지 않겠나.”$$뭐라고 말을 걸기도 전에 남자는 따라온 통로를 되돌아가면 입구가 뚫려있을 거라고 말한 뒤 홀연히 어둠속으로 자취를 감춥니다.",m16_42,-,0,null,-,-,0
M16_41,"아이러니함도 잠시, 주변을 둘러보면 어느새 산사태는 멎어있습니다.$서둘러 왔던 길을 되돌아가니, 저만치 아이작의 모습이 보입니다.$$“갑자기 막힌 바위들이 다시 한번 무너져서, 이제 널 찾으러 다시 들어가려 했는데… 안전하게 잘 빠져나온 것 같아 다행이군.”$$말투는 침착하지만 파리한 안색을 보니 걱정을 꽤나 한 모양입니다.$아이작은 교수님은 행방불명, 산사태가 멎었지만 빨리 이곳에서 나가는 것이 안전하다는 정보를 전해줍니다.$$“이제부터 최대한 빨리 이 돌산을 빠져나갈 거다. 최대한 조심해서 빠르게 내려가는 걸 목표로 하고, 이후 교수님께 연락을 취한다.”$$모두 다급한 기색이 되어서는 조심스럽지만 빠르게 아이작 뒤를 쫓습니다.$다행히 몇 번 미끄러질 뻔한 해프닝을 제외하면, 무사히 돌산에서 내려와 평지에 발을 딛는 데 성공합니다.$그때, 멀리서 당신의 이름을 부르는 소리가 들려옵니다.",m16_43,-,0,null,-,-,0
M16_42,"다들 숨을 헐떡이며 당신 앞에 달려와 어떻게 된 일이냐 묻습니다. 어떻게 되었냐니요, 오히려 유오수와 전 솔이 왜 여기에 있는지가 궁금한데요.$아이작은 이런 와중에도 침착하게 우리들의 상황을 설명하며, 전 솔과 유오수의 일행에 합류해 광산과 떨어진 길목으로 이동합니다.$자초지종을 들은 전 솔과 유오수 일행이 의아한 표정으로 아이작을 바라봅니다.$$“우리 둘 다 습격이 있어서 현장실습 장소에서 도망쳐 나오던 중이었거든. 그러다 여기에 산사태가 난 것 같아서 너희들이 생각나 와본 건데… 여기는 몬스터 토벌 숲이랑 가깝잖아… 같은 날 세 팀 전부 이런 일이 생기다니…”$“안 되겠어. 빨리 돌아가 구조요청을 해야겠군.”",m16_44,-,0,null,-,-,0
M16_43,"“잠깐, 잠깐!! 교수님이 위험에 처하셨을 수도 있는데, 그냥 돌아간다고? 수색대를 꾸려서 와도 두 시간은 걸릴 거야! 지금이라도 흩어져서 수색해야지. 아직 근처에 계실 수도 있어.”$$이에 아이작이 신경질적으로 대답합니다.$$“모르는 것 같은데, 새벽이라 몬스터들이 더 왕성하게 출몰할 거고 우리가 빠져나온 돌산은 지금도 무너지고 있다. 수색하다가 팀원들이 다치면 어떡할 거지?”$$가여운 유오수는 여기도 저기도 편들지 못하고 가운데서 안절부절못하고 있군요.",m16_45&m16_46,-,0,null,-,-,0
M16_44,"아 맞다! 팀원들 중 누군가 비는 사람이 있는 것 같은데요?$마침 조용히 있던 아이작의 팀원, 추세현이 조심스레 끼어듭니다.$$“저기, 누구 한 명이 없는 것 같은데요…”$$주변을 둘러보면… 수잔, 수잔이 없습니다.$아무리 존재감이 없어도 그렇지, 수잔을 두고 오다니…$$“하… 난 좀 조정해야 할 것이 있으니 우리가 아까 왔던 돌산 근처만 잠깐 둘러봐줄 수 있나? 위험하니 주변만 수색해주길 바란다.”",m16_47,-,0,null,-,-,0
M16_45,"일행을 뒤로 하고 돌산 근처로 향하는 와중에도, 높아지는 언성이 내내 들립니다.$저러다 싸우지는… 않겠죠?",m16_48&m16_49,-,0,null,-,-,0
M16_46,"얼마 가지 않아 아까의 그 돌산 앞에 도착합니다.$아, 멀리서 수잔의 형태가 보이는군요.$그럼 그렇지… 일행을 놓쳐서 이곳에서 뱅글뱅글 돌며 안절부절못하던 것이 틀림 없어요.$$뱅글뱅글? 그러고 보니… 수잔의 행동이 약간 의아한 부분이 있습니다.$다가가면 다가갈수록 바닥에 새겨진 이상한 문양을 돌면서 발로 문대고 있습니다.",m16_50,-,0,null,-,-,0
M17_1,"오늘은 유오수 팀과 처음으로 만나 회의하기로 한 날입니다.$다행히 늦지않게 회의장에 도착했네요. 떠들썩한 소리가 들리는걸 보니 유오수가 먼저 도착해있나보군요.$$""왔구나! 빨리 앉아!""$$반면 다른 팀원들은 당신을 그다지 반기는 것 같지는 않습니다.$하긴, 지금 상황에 누구라도 당신과 함께하고 싶진 않겠죠. 그래도 인사는 해야겠죠?",m17_1&m17_2,-,0,null,-,-,0
M17_2,"""에이 같은 팀원끼리 정없게 웬 존댓말? 이쪽은 {name}. 다들 잘 알지? 얘가 은근 능력 있거든! 그래서 내가 빨리 우리 팀으로 데려왔지. 앞으로 잘해보자구!""$$유오수가 특유의 높은 목소리로 깔깔 웃으며 당신을 소개합니다.$$""{name}, 오랜만이에요~ 우리 잘해봐요.""$$유오수 바로 앞에 앉아있는 갈색 단발머리의 여자가 나긋나긋한 투로 당신을 바라보며 말합니다. 아 저 선배 이름이 뭐였죠?",m17_3,-,0,null,-,-,0
M17_3,"""신입사원같은 그 태도는 뭐야? 이쪽은 {name}. 모르는 사람은 없지? 나름 유명인사잖아. 얘가 되게 능력 있거든. 그래서 우리 팀으로 데려왔지. 잘해보자구!""$$유오수가 특유의 높은 목소리로 깔깔 웃으며 당신을 소개합니다.$$""{name}, 오랜만이에요~ 우리 잘해봐요.""$$유오수 바로 앞에 앉아있는 갈색 단발머리의 여자가 나긋나긋한 투로 당신을 바라보며 말합니다. 아 저 선배 이름이 뭐였죠?",m17_3,-,0,null,-,-,0
M17_4,"""맞아요~ 기억해서 다행이에요~ 여기는 같은 관료학부 3학년 민수랑 민주고, 쌍둥이예요.""$$쌍둥이가 떨떠름한 표정으로 당신을 향해 까딱 손을 흔들어보입니다.$$""자! 이만했으면 이제 본론으로 들어가볼까? 현장실습으로 국제위원회에 업무 보조 하러 갈 수도 있는 거 알지? 근데 이번에 오염 이슈 있는 장소로 답사를 다녀오면 가산점을 준다는 공지가 나왔어. 혹하긴 하지만… 다들 알다시피 요즘 분위기가 좋지 않잖아.""$$유오수가 당신을 힐끗 보며 말합니다.$$""난 이번에 시험을 좀 망쳐서, 가산점 좋긴 한데 업무보조가 더 안전할 듯?""$$민주의 말에 민수가 이어서 대꾸합니다.$$""난 시험 잘 봐서 상관없는데.""$“야, 꺼져.”$""저는 친구들 의견에 최대한 맞출 거예요. 그런데 제가 대학원을 생각하고 있어서 가산점이 있으면 아무래도 좋지 않을까요~?”$$수잔이 당신을 바라보며 싱긋 웃습니다.$$“나도 토론평가 폭망이긴 한데… 넌 어때?”$$유오수가 머리를 싸매고 끙끙 앓습니다.",m17_4&m17_5,-,0,null,-,-,0
M17_5,"당신은 억울하게 범인으로 몰렸던 일과 재판을 받았던 경험을 떠올리며 한숨을 내쉽니다.$$“그래, 네가 고생 좀 했지. 우리도 몸을 사릴 필요가 있겠어.”$$유오수의 말에 다른 팀원들도 공감한다는 듯 고개를 끄덕입니다.$$“업무보조로 신청하면 우린 아마 대외협력국 외교행정팀으로 배치될 거야. 서류처리나 통신 같은 간단한 업무만 한다고 하는데… 요즘 시국이 시국이라 바빠서 실무에 투입된다는 얘기도 있으니 다들 한 번 알아봐. 마력통신구 다루는 법은 다들 알고 있어?”$$유오수의 말에 수잔이 고개를 젓습니다.$$“학교에서 사용하는 마력통신구는 버전이 낮아서, 아마 사용법을 새로 익혀야 할 거에요.”",m17_6&m17_7&m17_8,-,0,null,-,-,0
M17_6,"“그래요? 업무보조도 평가제라 통신같은 기본적인 내용은 숙지하고 가는 게 좋을텐데… 학교 본관 지하 1층에 통신방이 있어요. 한 번 사용해보고, 어려우면 내가 조금 도와줄까요~?”$$당신은 수잔의 친절함에 감동받으며 연신 고개를 끄덕입니다.",m17_9,-,0,null,-,-,0
M17_7,"“업무보조도 평가제라, 통신같은 기본적인 내용을 모르면 곤란할 거예요. 점수도 안 좋게 받을 거고… 학교 본관 지하 1층에 통신방이 있는데 그거라도 연습해보는 건 어떨까요~? 내가 도와줄게요~”$$당신은 수잔의 따스함에 감동받으며 연신 고개를 끄덕입니다.",m17_9,-,0,null,-,-,0
M17_8,"당신의 말에 수잔이 싱긋 웃으며 말합니다.$$“고마워요~! 업무보조도 평가제라 통신방법은 숙지해두는 게 좋다고 들었거든요. 아마 학교 도서관에 마력통신구 관련 서적이 있을 거에요. 한 번 찾아보고 없으면 나한테 말해줘요~ 나도 찾아볼게요, 알았죠~?”$$당신은 수잔을 향해 고개를 끄덕입니다.",m17_9,-,0,null,-,-,0
M17_9,"“좋아! 그러면 자료조사 더 해보고 내일 이 시간에 여기서 다시 모이는 걸로 하자. 아, 요 앞에 카페 하나 새로 생겼던데 같이 갈 사람~?”$$유오수가 빛의 속도로 자료를 정리하고 벌떡 일어납니다.",m17_10,-,0,30,-,-,0
M17_10,어젯밤 유오수를 필두로 다른 팀원들 모두와 함께 맛집 순례를 돈 당신은 지친 몸을 이끌고 회의장으로 향합니다.$다들 눈이 퀭한 게 피곤해보이는군요.$그런데 아직 유오수가 도착하지 않았습니다. 시간약속은 철저히 지키던 친구인데 이상하네요.,m17_11&m17_12,-,0,null,-,-,0
M17_11,당신의 걱정스러운 말에 수잔이 고개를 젓습니다.$$“그런 건 아닐 거예요. 아까 자료 때문에 오수를 잠깐 만났었거든요. 조금만 더 기다려볼까요?”$$나긋나긋한 수잔의 말투에 당신은 잠자코 유오수를 기다리기로 합니다.,m17_13,-,0,null,-,-,0
M17_12,당신의 걱정스러운 말에 수잔이 고개를 끄덕입니다.$$“음… 오수가 어제 너무 기분이 좋아서 과식하기는 했는데… 그 정도는 아닐 거예요. 조금만 더 기다려볼까요?”$$나긋나긋한 수잔의 말투에 당신은 조금만 더 유오수를 기다려보기로 합니다.,m17_13,-,0,null,-,-,0
M17_13,"“여러부우운!!! 큰일 났어요! 빨리 모여봐!”$$때마침 유오수가 호들갑을 떨며 회의장 안으로 들어옵니다. 무슨 문제라도 생긴걸까요?$$“내가 다른 현장실습 팀이랑 다 얘기해봤는데 걔네들은 다 업무보조 대신 답사 가기로 했대! 우리 팀만 10점 깎이는 거라고!!”$$팀원들이 심각한 표정을 짓습니다. 역시 포기하기에는 너무 높은 점수입니다.$$“그러면 우리도 답사 가는걸로 할까요? 다른 팀도 다 간다는데… 우리만 가지 않기에도 애매할 것 같네요.”$$수잔이 걱정스러운 말투로 말합니다.$$“그러니까! 지금 딱 한 장소 남았어. 숲지랑 마력석광산 옆의 호수야. 오늘까지 교수님한테 말씀드려야되는데, {name} 넌 어때?”",m17_14&m17_15,-,0,null,-,-,0
M17_14,“그러니까! 이러다 나 학사경고 받겠어! 다들 괜찮지?”$$결국 유오수 팀은 호수로 답사를 가기로 결정했습니다.,m17_20,-,2,null,M17_21,-,0
M17_15,"“그래, 호수인데 무슨 일이라도 있겠어? 10점 차이는 너무 크잖아!”$$결국 유오수 팀은 호수로 답사를 가기로 결정했습니다.",m17_20,-,2,null,M17_21,-,0
M17_16,"당신은 민주와 수잔의 애원하는 듯한 눈빛을 보며 의견을 말합니다.$작년, 갑작스럽게 터진 마력폭탄과 아수라장이 됐던 무도회장이 떠오르지만 이번엔 교수님도 따라가시는걸요. 조심한다면 문제될 일은 없을 겁니다.$$""좋아. 다들 걱정 하는건 알지만, 학사경고도 위험한 건 마찬가지라고…”$$유오수가 결연한 표정을 지으며 말합니다.",m17_16,-,0,null,-,-,0
M17_17,"다음날 당신은 답사 장소를 정하기 위해 회의장으로 향합니다. 사실, 정한다기 보다는 쟁취한다는 것에 가깝지만 말이에요.$$“난 자랑스러운 관료학부 학생들이 지략으로 이성적인 논의를 거쳐 적절한 합의점에 도달하기를 바라지만… 큼, 다들 원하는 장소가 겹치는 것 같더군. … 그래서 가장 공정하고 효율적인 방법인 가위바위보로 정하기로 했네.”$$당신은 가위바위보의 위대함에 공감하며 고개를 끄덕입니다.$아무래도 다들 숲지의 호수는 피하고 싶어하는 눈치입니다. 호수의 오염도를 측정하는 건 꽤나 복잡한 작업이니까요.$어쨌든 당신에게 유오수 팀의 운명이 걸려있습니다.",m17_17&m17_18&m17_19,-,0,null,-,-,0
M17_18,"가위..바위..보!$당신은 가위를 냈습니다.$세상에, 짜고친건 아니겠죠? 당신은 주위를 둘러싼 바위들에 절망하며 뒤로 물러납니다.$이제 팀원들의 얼굴을 어떻게 보죠?",m17_20,-,2,null,M17_21,27#+1,0
M17_19,"가위..바위..보!$당신은 보를 냈습니다.$슬쩍 훑어보니 주위엔 주먹과 보가 섞여있습니다. 휴, 숲지의 호수는 일단 면했군요.$당신이 안심을 하는 사이 누군가 당신을 가리키며 희망찬 목소리로 외칩니다.$$“잠시만! 이건 무효야. 얘가 늦게 내는 걸 봤어.”$$그게 무슨 생뚱맞은 소리인가요? 주먹을 낸 사람들이 슬쩍 눈치를 보며 그 말에 동조하기 시작합니다. 보를 낸 사람들은 당신을 감싸며 반박하기 시작합니다.$어휴, 이러다 싸움나겠어요! 당신은 마지못해 인정하고 새로 가위바위보를 합니다.$가위..바위..보!$이런, 괜히 인정했나요? 당신은 주위를 둘러싼 바위들에 절망하며 뒤로 물러납니다.$다들 너무 화내지 않았으면 좋겠는데요.",m17_20,-,2,null,M17_21,27#+1,0
M17_20,"가위..바위..보!$당신은 바위를 냈습니다.$이런, 당신은 주위를 둘러싼 무수한 보자기들을 보며 절망합니다. 이제 영락없이 당신의 팀은 숲지의 호수로…$$“잠시만! 이번 판은 무효야. 내가 가위를 냈잖아?”$$구석에 쭈그려 있던 존재감 없는 학생이 나서며 말합니다. 하늘이 무너져도 솟아날 구멍이 있군요.$당신은 기회를 한 번 더 얻어 새로 가위바위보를 합니다.$가위..바위..보!$어휴, 이럴 줄 알았지. 당신만 바위를 내고, 다른 이들은 모두 보자기를 냈군요.$당신은 체념하며 뒤로 물러납니다. 숲지의 호수가 너무 멀지만은 않았으면 좋겠는데요.",m17_20,-,2,null,M17_21,27#+1,0
M17_21,"호수에 도착한 당신과 팀원들은 커다란 기계의 금속 호스를 연결했습니다. 마치 물을 마시는 코끼리 같은 모습이네요.$$“오염수치가 나오면 바로 기록하고, 진원지를 찾기 위해 분석하면 됩니다.”$$교수님이 버튼을 누르며 종이에 글자를 적습니다. 아무래도 우리 팀의 점수인 것 같은데요.",m17_21&m17_22,-,0,null,-,-,0
M17_22,"당신은 종이를 보기 위해 슬쩍 교수의 뒤로 돌아가 고개를 내밉니다.$‘…{name} 학생은 기계 관리에….’$뒷부분은 너무 작아서 잘 안보이는데요, 좀 더 가까이 가볼까요?$$“다 보입니다, 학생.”$$이런 들켰군요. 교수님은 뒤통수에도 눈이 달려있는걸까요? 당신은 멋쩍어하며 자리를 뜹니다.$$시간이 얼마나 흘렀을까요.$불쑥 당신을 부르는 소리에 뒤를 돌아보니 기계 앞에 팀원들과 교수님이 함께 모여있습니다. 아무래도 오염도 수치가 나온 듯 합니다.$$“3400?! 생각보다 너무 높다! 진원지가 가까이 있는 거 아닐까? {name} 넌 어떻게 생각해?”$$유오수가 펄쩍 뛰며 묻습니다.$$정신력-1",m17_23&m17_24,정-1,0,null,-,-,0
M17_23,당신은 너무나 궁금하지만 왠지 상처만 받을 것 같아 포기합니다. 이럴 시간에 기계 관리에 더 신경써야겠어요.$$시간이 얼마나 흘렀을까요.$불쑥 당신을 부르는 소리에 뒤를 돌아보니 기계 앞에 팀원들과 교수님이 함께 모여있습니다. 아무래도 오염도 수치가 나온 듯 합니다.$$“3400?! 생각보다 너무 높다! 진원지가 가까이 있는 거 아닐까? {name} 넌 어떻게 생각해?”$$유오수가 펄쩍 뛰며 묻습니다.,m17_23&m17_24,-,0,null,-,-,0
M17_24,"아무래도 바로 옆에 있는 숲지의 몬스터들 때문에 오염된 게 아니겠어요? 그 시체에서 각종 안좋은 기운들도 흘러나올거고요…$당신이 의견을 말하자 유오수가 심각한 표정으로 고개를 끄덕입니다.$$“그래… 시체를 조사해야 한다는게 썩 내키지는 않지만…”$$2차 조사를 위해 분주히 준비하고 있는데, 누군가가 당신의 어깨를 두드립니다.$수잔이네요. 무슨 일이라도 있는 걸까요?$$“생각을 해봤는데요~ 아무래도 호수의 기계를 지킬 사람 하나쯤은 남아있는 게 좋을 것 같아서요. 일이라도 생기면 바로 여기서 학교랑 통신하기도 좋고요~”",m17_25&m17_26,-,0,null,-,-,0
M17_25,"당신의 대답에 수잔이 환하게 웃습니다.$이봐요, 몬스터 시체 안 봐도 된다고 너무 좋아하는 거 아니에요?$$어쨌든 수잔을 제외한 나머지 일행은 숲지로 조사를 떠납니다. 입구부터 으스스한 게, 설마 여기서 당신의 삶이 엔딩 나는 건 아니겠죠?$얼마나 걸었을까요. 저만치 걸어가던 유오수가 갑자기 풀썩 주저앉습니다.$$“여기 너무 어둡잖아!! 지금 3시인 게 확실한 거야? 그것보다 배가 너무 고픈데. 조금 쉬었다 가자! {name}, 너도 솔직히 힘들잖아 그치?”",m17_27&m17_28&m17_29&m17_30,-,0,null,-,-,0
M17_26,"당신의 물음에 수잔이 어색한 표정을 짓습니다.$$“음… 어떻게 알았을까요~? 제가 징그러운건 잘 못봐서요~ 흠흠.”$$어떻게 알긴, 얼굴에 다 써있다구요.$$어쨌든 수잔을 제외한 나머지 일행은 숲지로 조사를 떠납니다. 입구부터 으스스한 게, 설마 여기서 당신의 삶이 엔딩 나는 건 아니겠죠?$얼마나 걸었을까요. 저만치 걸어가던 유오수가 갑자기 풀썩 주저 앉습니다.$$“여기 너무 어둡잖아!! 지금 3시인 게 확실한 거야? 그것보다 배가 너무 고픈데. 조금 쉬었다 가자! {name}, 너도 솔직히 힘들잖아 그치?”",m17_27&m17_28&m17_29&m17_30,-,0,null,-,-,0
M17_27,“너 이 말 후회 안 하지? 빵 한 조각이라도 먹기만 해봐라!”$$유오수가 불 같은 눈빛으로 당신을 노려보며 소리칩니다. 결국 당신 일행은 쉬지 않고 계속 걸어가기로 합니다. $$체력-1,m17_31,체-1,0,null,-,-,0
M17_28,“네가 그 말을 해주길 간절히 바랐어.”$$유오수가 순한 양같은 표정으로 당신을 바라봅니다. 좀 부담스러운데요.$결국 일행은 잠깐 휴식시간을 갖기로 합니다.$$체력+1,m17_32,체+1,0,null,-,-,0
M17_29,“뭐야? 날 위해 만들어준 거야? 감동이야.”$$유오수가 눈망울을 빛내며 당신의 손을 맞잡습니다. 마법은 이럴 때 쓰라고 있는 거니까요.$$정신력+1,m17_32,정+1,0,null,-,-,0
M17_30,“...두고보자.”$$유오수가 서늘한 눈빛으로 당신을 바라보며 중얼거립니다. 아무래도 오늘 밤 뒤통수를 조심해야겠는데요.$$정신력-1,m17_31,정-1,0,null,-,-,0
M17_31,"아무래도 산맥 광산의 마력석 실험실 때문에 오염된 게 아니겠어요? 마력석을 가공하는 과정에서 폐기물들도 많이 나올거고요…$당신이 의견을 말하자 유오수가 내키지 않는 듯한 표정으로 고개를 끄덕입니다.$$“음… 그럼 산을 올라야 한다는 거네. 다리가 버텨줄까?”$$광산에서의 2차 조사를 위해 분주히 준비하고 있는데, 누군가가 당신의 어깨를 두드립니다. 수잔이네요. 무슨 일이라도 있는걸까요?$$“어렵다는 거 알지만… 그래도 호수의 기계를 지킬 사람 쯤은 남아있는게 좋을 것 같아서요~ 무슨 일이 생기면 바로 여기서 학교랑 통신하기도 좋고요.”",m17_33&m17_34,-,0,null,-,-,0
M17_32,"당신의 대답에 수잔이 안도의 한숨을 내쉽니다.$$“요즘 다리 상태가 좋지 않아서요~ 배려해줘서 고마워요.”$$어쨌든 수잔을 제외한 나머지 일행은 광산으로 조사를 떠납니다.$힘들게 산을 오르고 있는데 저만치 마력석 광산이 보입니다. 입구부터 으스스한게, 설마 여기서 당신의 삶이 엔딩나는 건 아니겠죠?$광산에 들어서자, 어둠 속에 반짝이는 마력석들이 눈을 사로잡습니다.$$“저게 다 마력석인 거야?! 우리 조금만 채굴해가자! 두고두고 자랑해야지! 어때?”$$저만치 앞서가던 유오수가 눈을 빛내며 말합니다.",m17_35&m17_36&m17_37&m17_38,-,0,null,-,-,0
M17_33,"당신의 물음에 수잔이 멋쩍은 웃음을 짓습니다.$$“며칠 전에 다리에 부상을 입었어서 고생했거든요~ 괜찮을까요?”$$아까까지만 해도 잘 걸어다니더만요. 미심쩍긴 하지만 수잔의 말도 일리가 있긴 합니다.$$어쨌든 수잔을 제외한 나머지 일행은 광산으로 조사를 떠납니다. 힘들게 산을 오르고 있는데 저만치 마력석 광산이 보입니다.$입구부터 으스스한게, 설마 여기서 당신의 삶이 엔딩나는 건 아니겠죠?$광산에 들어서자, 어둠 속에 반짝이는 마력석들이 눈을 사로잡습니다.$$“저게 다 마력석인 거야?! 우리 조금만 채굴해가자! 두고두고 자랑해야지! 어때?”$$저만치 앞서가던 유오수가 눈을 빛내며 말합니다.",m17_35&m17_36&m17_37&m17_38,-,0,null,-,-,0
M17_34,“마음대로 해. 넌 방금 세계 최고의 졸부가 될 수 있는 기회를 걷어찬 거야!”$$유오수가 당신을 흘겨보며 슬쩍 마력석 하나를 주머니에 넣습니다. 당신도 하나 챙길걸 그랬나요…?$$정신력-1,m17_39,정-1,0,null,-,-,0
